Breed,Category,Weight_kg,Age_months,Milk_L_per_day,BCS,Activity_Level,Health_Status,DMI_kg_per_day,CrudeProtein_pct_DM,TDN_pct_DM,CrudeProtein_kg_per_day,TDN_kg_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Water_L_per_day,Special_Care_Notes
dagri,Breeding Bull,308.0,84,0.0,3.1,High,Normal,7.65,13.0,62.0,0.99,4.74,18.5,12.3,29.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
dagri,Dairy Lactating,316.3,85,6.7,2.8,Low,Normal,10.92,17.4,71.0,1.9,7.75,42.4,27.4,45.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
dagri,Draft/Working Bullock,304.8,121,0.0,3.8,High,Normal,7.9,11.5,72.4,0.91,5.72,18.3,12.2,29.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
dagri,Growing/Heifer,150.7,22,0.0,3.1,Medium,Ringworm,3.72,15.5,65.0,0.58,2.42,10.4,6.6,12.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
dagri,Breeding Bull,347.4,127,0.0,3.7,Medium,FMD,5.75,14.0,65.0,0.81,3.74,21.9,14.6,27.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
dagri,Breeding Bull,292.8,49,0.0,3.2,Medium,Normal,6.73,13.0,62.0,0.87,4.17,17.6,11.7,23.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Dairy Dry,281.9,82,0.0,3.7,Low,Normal,5.89,12.5,60.0,0.74,3.53,16.9,11.3,22.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Dairy Dry,332.4,64,0.0,3.5,Low,FMD,5.0,13.5,63.0,0.68,3.15,20.9,14.0,26.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
gangatari,Dairy Dry,261.4,60,0.0,2.8,Low,Lumpy Skin Disease,4.37,15.0,62.0,0.66,2.71,17.3,11.0,20.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gangatari,Dairy Dry,306.0,92,0.0,3.2,Medium,Normal,6.73,12.5,60.0,0.84,4.04,18.4,12.2,24.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Growing/Heifer,111.6,15,0.0,3.2,Medium,Normal,2.9,15.0,65.0,0.43,1.89,6.7,4.5,8.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Calf,44.6,6,0.0,3.3,Low,FMD,1.0,21.0,75.0,0.21,0.75,2.8,1.9,3.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
gangatari,Calf,67.6,4,0.0,3.3,Low,Lumpy Skin Disease,1.54,22.5,74.0,0.35,1.14,4.5,2.8,5.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gangatari,Growing/Heifer,127.7,14,0.0,3.4,Medium,Lumpy Skin Disease,2.66,17.5,67.0,0.47,1.78,8.4,5.4,10.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gangatari,Breeding Bull,303.7,56,0.0,3.9,Medium,Normal,6.99,13.0,62.0,0.91,4.33,18.2,12.1,24.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Breeding Bull,321.4,118,0.0,3.4,Medium,Normal,7.39,13.0,62.0,0.96,4.58,19.3,12.9,25.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Growing/Heifer,216.9,13,0.0,2.4,Medium,Normal,6.09,16.0,68.0,0.97,4.14,13.0,8.7,17.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Dairy Lactating,344.9,119,7.4,2.8,Medium,Ringworm,11.94,17.9,71.1,2.14,8.49,53.6,33.1,49.8,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gangatari,Growing/Heifer,154.9,18,0.0,2.5,Medium,Ringworm,3.83,15.5,65.0,0.59,2.49,10.7,6.8,12.4,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gangatari,Calf,60.9,6,0.0,3.0,Medium,Normal,1.83,20.0,72.0,0.37,1.32,3.7,2.4,4.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Breeding Bull,321.3,73,0.0,3.5,High,Normal,7.98,13.0,62.0,1.04,4.95,19.3,12.9,30.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Growing/Heifer,172.3,21,0.0,2.6,High,Normal,4.84,15.0,65.0,0.73,3.15,10.3,6.9,18.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Calf,45.5,2,0.0,2.2,Low,Normal,1.4,21.0,75.0,0.29,1.05,2.7,1.8,3.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Draft/Working Bullock,328.9,76,0.0,2.9,Low,Lumpy Skin Disease,6.0,14.0,61.8,0.84,3.71,21.7,13.8,26.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gangatari,Dairy Dry,323.7,90,0.0,3.9,Medium,Normal,7.12,12.5,60.0,0.89,4.27,19.4,12.9,25.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gangatari,Calf,58.0,2,0.0,2.5,Medium,Lumpy Skin Disease,1.39,22.5,74.0,0.31,1.03,3.8,2.4,4.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gangatari,Draft/Working Bullock,295.3,65,0.0,2.5,Low,FMD,4.85,12.5,62.7,0.61,3.04,18.6,12.4,23.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
gangatari,Draft/Working Bullock,329.1,80,0.0,2.7,High,FMD,6.14,12.5,75.9,0.77,4.66,20.7,13.8,31.3,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
gangatari,Dairy Lactating,258.2,103,4.7,3.0,High,Lumpy Skin Disease,7.91,19.8,72.7,1.57,5.75,35.1,21.7,39.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gangatari,Growing/Heifer,188.1,20,0.0,2.7,Medium,Normal,4.89,15.0,65.0,0.73,3.18,11.3,7.5,15.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Draft/Working Bullock,432.7,99,0.0,3.7,Medium,Normal,10.38,11.5,63.0,1.19,6.54,26.0,17.3,34.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Growing/Heifer,311.4,19,0.0,3.3,Low,Ringworm,7.31,15.5,65.0,1.13,4.75,21.5,13.7,24.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gaolao,Breeding Bull,425.3,106,0.0,3.1,Medium,Normal,9.78,13.0,62.0,1.27,6.06,25.5,17.0,34.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Growing/Heifer,200.5,8,0.0,2.4,Low,Normal,5.35,16.0,68.0,0.86,3.64,12.0,8.0,16.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Breeding Bull,379.1,39,0.0,4.2,High,Lumpy Skin Disease,7.01,15.0,62.0,1.05,4.35,25.0,15.9,35.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gaolao,Dairy Dry,372.4,45,0.0,2.8,High,Lumpy Skin Disease,7.08,15.0,62.0,1.06,4.39,24.6,15.6,34.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
gaolao,Dairy Lactating,424.6,66,9.6,2.9,Low,Normal,14.84,17.6,71.4,2.61,10.6,59.1,38.1,62.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Dairy Lactating,368.9,116,6.9,3.6,Low,Ringworm,11.86,17.9,71.0,2.12,8.42,53.2,32.9,50.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gaolao,Growing/Heifer,275.9,21,0.0,3.0,Medium,Normal,7.17,15.0,65.0,1.08,4.66,16.6,11.0,22.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Growing/Heifer,288.3,17,0.0,2.3,Medium,Normal,8.1,16.0,68.0,1.3,5.51,17.3,11.5,23.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Breeding Bull,387.2,56,0.0,3.1,High,Normal,9.62,13.0,62.0,1.25,5.96,23.2,15.5,36.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Dairy Lactating,443.9,107,15.2,3.2,Medium,Normal,17.88,17.9,72.3,3.2,12.93,79.8,51.2,81.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Dairy Lactating,412.0,94,8.7,2.8,Medium,Ringworm,14.22,18.0,71.3,2.56,10.14,63.4,39.2,59.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gaolao,Breeding Bull,424.0,29,0.0,3.8,High,Ringworm,10.01,13.5,62.0,1.35,6.21,29.3,18.7,38.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gaolao,Growing/Heifer,192.2,9,0.0,2.2,Low,Normal,5.13,16.0,68.0,0.82,3.49,11.5,7.7,15.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Growing/Heifer,302.9,22,0.0,3.1,High,Normal,8.51,15.0,65.0,1.28,5.53,18.2,12.1,29.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Dairy Lactating,433.0,108,14.5,3.0,Medium,Normal,17.34,17.9,72.2,3.1,12.52,76.7,49.2,78.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Draft/Working Bullock,426.4,86,0.0,2.7,High,FMD,7.96,12.5,75.9,0.99,6.04,26.9,17.9,39.1,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
gaolao,Dairy Dry,368.9,36,0.0,2.6,Low,Normal,7.71,12.5,60.0,0.96,4.63,22.1,14.8,29.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Growing/Heifer,235.8,21,0.0,3.4,Low,Normal,5.82,15.0,65.0,0.87,3.78,14.1,9.4,18.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Draft/Working Bullock,398.5,95,0.0,3.2,High,Ringworm,9.81,12.0,72.4,1.18,7.1,27.5,17.5,36.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
gaolao,Calf,50.9,3,0.0,2.3,Low,Normal,1.57,21.0,75.0,0.33,1.18,3.1,2.0,4.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Dairy Lactating,439.1,102,11.7,3.2,High,Normal,18.02,17.7,71.8,3.19,12.94,67.3,43.3,75.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
gaolao,Breeding Bull,396.2,47,0.0,4.2,Medium,Ringworm,8.05,13.0,60.0,1.05,4.83,27.3,17.4,31.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Calf,59.1,3,0.0,2.6,Low,Ringworm,1.6,20.5,72.0,0.33,1.15,4.1,2.6,4.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Dairy Lactating,252.9,49,6.1,3.4,Medium,FMD,6.78,18.4,73.9,1.25,5.01,38.4,24.7,38.5,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
ghumsari,Dairy Lactating,315.8,106,6.8,2.1,Medium,Normal,12.44,18.4,74.0,2.29,9.21,42.7,27.6,45.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Draft/Working Bullock,340.7,117,0.0,3.7,Medium,Ringworm,7.77,12.0,63.0,0.93,4.9,23.5,15.0,27.3,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Draft/Working Bullock,282.3,60,0.0,2.6,Low,Ringworm,6.11,12.0,59.8,0.73,3.65,19.5,12.4,22.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Dairy Dry,289.9,41,0.0,2.8,High,Ringworm,6.54,13.0,60.0,0.85,3.92,20.0,12.8,28.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Calf,60.7,1,0.0,3.2,Low,Lumpy Skin Disease,1.38,22.5,74.0,0.31,1.02,4.0,2.5,4.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ghumsari,Draft/Working Bullock,262.1,43,0.0,3.2,High,Lumpy Skin Disease,5.43,14.0,74.8,0.76,4.06,17.3,11.0,26.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ghumsari,Dairy Lactating,310.4,117,6.9,2.2,Medium,Normal,12.29,18.4,74.0,2.26,9.09,42.8,27.6,45.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Dairy Dry,297.6,79,0.0,3.3,Medium,Lumpy Skin Disease,5.24,15.0,62.0,0.79,3.25,19.6,12.5,23.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ghumsari,Dairy Lactating,268.6,108,7.4,2.2,Medium,Ringworm,10.55,18.9,74.1,1.99,7.82,48.3,29.7,43.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Draft/Working Bullock,314.8,52,0.0,3.6,High,Normal,8.16,11.5,72.4,0.94,5.91,18.9,12.6,30.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Draft/Working Bullock,258.4,91,0.0,3.2,Low,Lumpy Skin Disease,4.71,14.0,61.8,0.66,2.91,17.1,10.9,20.7,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
ghumsari,Dairy Lactating,348.4,49,10.0,2.6,Low,Normal,12.78,17.6,71.5,2.25,9.14,55.9,35.9,57.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Breeding Bull,347.1,30,0.0,3.8,Medium,Normal,7.98,13.0,62.0,1.04,4.95,20.8,13.9,27.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Dairy Dry,322.0,114,0.0,3.7,Medium,FMD,5.1,13.5,63.0,0.69,3.21,20.3,13.5,25.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
ghumsari,Breeding Bull,287.3,26,0.0,3.3,Low,Normal,6.28,13.0,62.0,0.82,3.89,17.2,11.5,23.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Calf,63.0,4,0.0,2.9,Low,FMD,1.29,21.0,75.0,0.27,0.97,4.0,2.6,5.0,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
ghumsari,Breeding Bull,316.6,127,0.0,4.3,Low,Normal,6.43,12.5,60.0,0.8,3.86,19.0,12.7,25.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Draft/Working Bullock,275.9,101,0.0,3.5,High,Normal,7.15,11.5,72.4,0.82,5.18,16.6,11.0,27.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Dairy Dry,251.3,44,0.0,3.5,Medium,Normal,5.53,12.5,60.0,0.69,3.32,15.1,10.1,20.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Draft/Working Bullock,310.2,119,0.0,3.2,High,Ringworm,7.64,12.0,72.4,0.92,5.53,21.4,13.6,29.8,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
ghumsari,Dairy Lactating,317.4,118,9.1,2.8,Medium,Normal,12.25,17.5,71.4,2.14,8.75,50.9,32.7,52.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
ghumsari,Calf,29.6,2,0.0,3.5,Medium,Normal,1.0,20.0,72.0,0.2,0.72,1.8,1.2,2.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Draft/Working Bullock,315.0,42,0.0,3.2,High,Lumpy Skin Disease,6.53,14.0,74.8,0.91,4.88,20.8,13.2,30.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
kherigarh,Growing/Heifer,139.4,9,0.0,2.7,Low,Normal,3.44,15.0,65.0,0.52,2.24,8.4,5.6,11.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Growing/Heifer,218.6,21,0.0,3.3,Medium,Normal,5.68,15.0,65.0,0.85,3.69,13.1,8.7,17.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Breeding Bull,335.9,130,0.0,3.0,Medium,Lumpy Skin Disease,6.18,15.5,64.0,0.96,3.96,22.2,14.1,26.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
kherigarh,Dairy Dry,323.7,93,0.0,3.4,Medium,Normal,7.12,12.5,60.0,0.89,4.27,19.4,12.9,25.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Dairy Dry,298.6,81,0.0,3.4,Medium,FMD,4.73,13.5,63.0,0.64,2.98,18.8,12.5,23.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
kherigarh,Dairy Dry,321.4,59,0.0,3.3,Medium,Normal,7.07,12.5,60.0,0.88,4.24,19.3,12.9,25.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Calf,64.9,3,0.0,2.7,Low,Ringworm,1.76,20.5,72.0,0.36,1.27,4.5,2.9,5.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
kherigarh,Dairy Lactating,319.8,87,4.9,2.6,Low,Normal,10.51,17.3,70.7,1.82,7.43,36.3,23.6,40.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Growing/Heifer,149.3,23,0.0,2.5,Medium,Lumpy Skin Disease,3.11,17.5,67.0,0.54,2.08,9.9,6.3,11.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
kherigarh,Draft/Working Bullock,263.1,83,0.0,2.9,High,Ringworm,6.48,12.0,72.4,0.78,4.69,18.2,11.6,26.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
kherigarh,Draft/Working Bullock,323.5,107,0.0,3.7,High,Lumpy Skin Disease,6.71,14.0,74.8,0.94,5.02,21.4,13.6,30.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
kherigarh,Breeding Bull,309.5,50,0.0,4.0,Low,Normal,6.76,13.0,62.0,0.88,4.19,18.6,12.4,24.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Breeding Bull,276.3,86,0.0,4.5,Medium,Normal,5.91,12.5,60.0,0.74,3.55,16.6,11.1,22.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Calf,42.0,1,0.0,3.0,Low,Ringworm,1.14,20.5,72.0,0.23,0.82,2.9,1.8,3.4,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
kherigarh,Breeding Bull,347.4,28,0.0,3.2,Low,FMD,5.47,14.0,65.0,0.77,3.56,21.9,14.6,27.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
kherigarh,Dairy Dry,349.4,63,0.0,3.7,Medium,Lumpy Skin Disease,6.15,15.0,62.0,0.92,3.81,23.1,14.7,28.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
kherigarh,Breeding Bull,383.1,58,0.0,4.3,Medium,Normal,8.19,12.5,60.0,1.02,4.91,23.0,15.3,30.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Calf,66.6,4,0.0,3.1,High,Lumpy Skin Disease,1.73,22.5,74.0,0.39,1.28,4.4,2.8,10.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
kherigarh,Breeding Bull,341.0,124,0.0,3.8,Medium,Normal,7.84,13.0,62.0,1.02,4.86,20.5,13.6,27.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Calf,63.0,2,0.0,2.4,Low,Normal,1.94,21.0,75.0,0.41,1.46,3.8,2.5,5.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Draft/Working Bullock,259.9,135,0.0,3.5,Medium,Normal,6.24,11.5,63.0,0.72,3.93,15.6,10.4,20.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Growing/Heifer,241.2,21,0.0,2.0,High,Normal,7.31,16.0,68.0,1.17,4.97,14.5,9.6,24.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
kherigarh,Dairy Lactating,267.1,94,5.4,3.4,Medium,FMD,6.94,18.3,73.8,1.27,5.12,36.7,23.7,37.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
malvi,Growing/Heifer,229.9,11,0.0,3.2,Low,Normal,5.68,15.0,65.0,0.85,3.69,13.8,9.2,18.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Dairy Dry,395.2,88,0.0,3.3,Medium,Ringworm,8.26,13.0,60.0,1.07,4.96,27.3,17.4,31.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
malvi,Dairy Dry,377.0,48,0.0,3.6,Medium,Normal,8.29,12.5,60.0,1.04,4.97,22.6,15.1,30.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Dairy Lactating,340.2,70,10.4,2.9,Medium,Normal,13.33,17.6,71.6,2.35,9.54,56.8,36.5,58.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Draft/Working Bullock,390.3,43,0.0,2.6,High,Lumpy Skin Disease,8.09,14.0,74.8,1.13,6.05,25.8,16.4,36.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
malvi,Draft/Working Bullock,352.0,136,0.0,2.9,High,FMD,6.57,12.5,75.9,0.82,4.99,22.2,14.8,33.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
malvi,Breeding Bull,389.7,62,0.0,3.5,High,Ringworm,9.2,13.5,62.0,1.24,5.7,26.9,17.1,36.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
malvi,Breeding Bull,394.8,42,0.0,3.3,Medium,Lumpy Skin Disease,7.26,15.5,64.0,1.13,4.65,26.1,16.6,31.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
malvi,Draft/Working Bullock,369.7,80,0.0,3.8,High,Normal,9.58,11.5,72.4,1.1,6.94,22.2,14.8,34.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Growing/Heifer,135.7,16,0.0,2.6,Medium,Ringworm,3.35,15.5,65.0,0.52,2.18,9.4,6.0,10.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
malvi,Breeding Bull,333.0,93,0.0,3.8,Medium,Lumpy Skin Disease,6.13,15.5,64.0,0.95,3.92,22.0,14.0,26.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
malvi,Growing/Heifer,137.1,7,0.0,2.9,Low,Lumpy Skin Disease,2.71,17.5,67.0,0.47,1.82,9.0,5.8,11.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
malvi,Draft/Working Bullock,398.7,78,0.0,2.7,Low,Normal,9.09,11.5,59.8,1.05,5.44,23.9,15.9,31.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Draft/Working Bullock,335.4,88,0.0,2.6,High,Normal,8.69,11.5,72.4,1.0,6.29,20.1,13.4,31.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
malvi,Dairy Lactating,373.7,103,9.0,4.0,High,Ringworm,14.27,18.0,71.3,2.57,10.17,62.0,38.2,61.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
